"sid","tech","species","tissue","involve_cancer","count_matrix_dir"
"GSE222981_GSM6937699","Visium","mouse","brain","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE222981_GSM6937699_count.csv"
"GSE222981_GSM6937700","Visium","mouse","brain","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE222981_GSM6937700_count.csv"
"GSE222981_GSM6937701","Visium","mouse","brain","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE222981_GSM6937701_count.csv"
"GSE223066_GSM6939154","Visium","mouse","brain","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE223066_GSM6939154_count.csv"
"GSE223066_GSM6939155","Visium","mouse","brain","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE223066_GSM6939155_count.csv"
"GSE223066_GSM6939156","Visium","mouse","brain","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE223066_GSM6939156_count.csv"
"GSE223066_GSM6939157","Visium","mouse","brain","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE223066_GSM6939157_count.csv"
"GSE223066_GSM6939158","Visium","mouse","brain","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE223066_GSM6939158_count.csv"
"GSE223066_GSM6939159","Visium","mouse","brain","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE223066_GSM6939159_count.csv"
"GSE223066_GSM6939160","Visium","mouse","brain","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE223066_GSM6939160_count.csv"
"GSE223066_GSM6939161","Visium","mouse","brain","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE223066_GSM6939161_count.csv"
"GSE223066_GSM6939162","Visium","mouse","brain","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE223066_GSM6939162_count.csv"
"GSE223066_GSM6939163","Visium","mouse","brain","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE223066_GSM6939163_count.csv"
"GSE223066_GSM6939164","Visium","mouse","brain","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE223066_GSM6939164_count.csv"
"GSE223066_GSM6939165","Visium","mouse","brain","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE223066_GSM6939165_count.csv"
"GSE223066_GSM6939166","Visium","mouse","brain","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE223066_GSM6939166_count.csv"
"GSE223066_GSM6939167","Visium","mouse","brain","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE223066_GSM6939167_count.csv"
"GSE223559_GSM6963115","Visium","human","liver","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE223559_GSM6963115_count.csv"
"GSE223559_GSM6963116","Visium","human","liver","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE223559_GSM6963116_count.csv"
"GSE223559_GSM6963117","Visium","human","liver","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE223559_GSM6963117_count.csv"
"GSE223559_GSM6963119","Visium","human","liver","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE223559_GSM6963119_count.csv"
"GSE223559_GSM6963120","Visium","human","liver","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE223559_GSM6963120_count.csv"
"GSE223559_GSM6963121","Visium","human","liver","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE223559_GSM6963121_count.csv"
"GSE223559_GSM6963122","Visium","human","liver","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE223559_GSM6963122_count.csv"
"GSE223559_GSM6963123","Visium","human","liver","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE223559_GSM6963123_count.csv"
"GSE223560_GSM6963514","Visium","mouse","liver","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE223560_GSM6963514_count.csv"
"GSE223560_GSM6963515","Visium","mouse","liver","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE223560_GSM6963515_count.csv"
"GSE223560_GSM6963517","Visium","mouse","liver","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE223560_GSM6963517_count.csv"
"GSE223560_GSM6963518","Visium","mouse","liver","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE223560_GSM6963518_count.csv"
"GSE223560_GSM6963519","Visium","mouse","liver","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE223560_GSM6963519_count.csv"
"GSE223560_GSM6963520","Visium","mouse","liver","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE223560_GSM6963520_count.csv"
"GSE223560_GSM6963521","Visium","mouse","liver","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE223560_GSM6963521_count.csv"
"GSE223560_GSM6963523","Visium","mouse","liver","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE223560_GSM6963523_count.csv"
"GSE223560_GSM6963524","Visium","mouse","liver","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE223560_GSM6963524_count.csv"
"GSE223560_GSM6963525","Visium","mouse","liver","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE223560_GSM6963525_count.csv"
"GSE223560_GSM6963526","Visium","mouse","liver","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE223560_GSM6963526_count.csv"
"GSE224335_GSM7019835","Visium","human","ovary","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE224335_GSM7019835_count.csv"
"GSE224335_GSM7019836","Visium","human","ovary","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE224335_GSM7019836_count.csv"
"GSE224360_GSM7020543","Visium","mouse","brain","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE224360_GSM7020543_count.csv"
"GSE224360_GSM7020544","Visium","mouse","brain","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE224360_GSM7020544_count.csv"
"GSE224360_GSM7020545","Visium","mouse","brain","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE224360_GSM7020545_count.csv"
"GSE224360_GSM7020546","Visium","mouse","brain","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE224360_GSM7020546_count.csv"
"GSE224411_GSM7021870","Visium","human","liver","True","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE224411_GSM7021870_count.csv"
"GSE224411_GSM7021871","Visium","human","pancreas","True","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE224411_GSM7021871_count.csv"
"GSE224411_GSM7021872","Visium","human","pancreas","True","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE224411_GSM7021872_count.csv"
"GSE225766_GSM7055901","Visium","mouse","gastrocnemius","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE225766_GSM7055901_count.csv"
"GSE225766_GSM7055902","Visium","mouse","gastrocnemius","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE225766_GSM7055902_count.csv"
"GSE225766_GSM7055903","Visium","mouse","gastrocnemius","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE225766_GSM7055903_count.csv"
"GSE225766_GSM7055904","Visium","mouse","gastrocnemius","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE225766_GSM7055904_count.csv"
"GSE225766_GSM7055905","Visium","mouse","gastrocnemius","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE225766_GSM7055905_count.csv"
"GSE225766_GSM7055906","Visium","mouse","gastrocnemius","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE225766_GSM7055906_count.csv"
"GSE225766_GSM7055907","Visium","mouse","gastrocnemius","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE225766_GSM7055907_count.csv"
"GSE225766_GSM7055908","Visium","mouse","gastrocnemius","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE225766_GSM7055908_count.csv"
"GSE225766_GSM7230943","Visium","mouse","gastrocnemius","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE225766_GSM7230943_count.csv"
"GSE225766_GSM7230944","Visium","mouse","gastrocnemius","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE225766_GSM7230944_count.csv"
"GSE225766_GSM7230945","Visium","mouse","gastrocnemius","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE225766_GSM7230945_count.csv"
"GSE226208_GSM7068162","Visium","mouse","brain","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE226208_GSM7068162_count.csv"
"GSE226208_GSM7068163","Visium","mouse","brain","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE226208_GSM7068163_count.csv"
"GSE226376_GSM7267862","Visium","mouse","skin","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE226376_GSM7267862_count.csv"
"GSE226376_GSM7267863","Visium","mouse","skin","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE226376_GSM7267863_count.csv"
"GSE226376_GSM7267864","Visium","mouse","skin","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE226376_GSM7267864_count.csv"
"GSE226376_GSM7267865","Visium","mouse","skin","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE226376_GSM7267865_count.csv"
"GSE226376_GSM7267866","Visium","mouse","skin","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE226376_GSM7267866_count.csv"
"GSE226376_GSM7267867","Visium","mouse","skin","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE226376_GSM7267867_count.csv"
"GSE226376_GSM7267869","Visium","mouse","skin","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE226376_GSM7267869_count.csv"
"GSE226376_GSM7267870","Visium","mouse","skin","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE226376_GSM7267870_count.csv"
"GSE226533_GSM7078497","Visium","human","kidney","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE226533_GSM7078497_count.csv"
"GSE226533_GSM7078498","Visium","human","kidney","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE226533_GSM7078498_count.csv"
"GSE226997_GSM7089855","Visium","human","colon","True","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE226997_GSM7089855_count.csv"
"GSE226997_GSM7089856","Visium","human","colon","True","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE226997_GSM7089856_count.csv"
"GSE226997_GSM7089857","Visium","human","colon","True","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE226997_GSM7089857_count.csv"
"GSE226997_GSM7089858","Visium","human","colon","True","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE226997_GSM7089858_count.csv"
"GSE227019_GSM7090083","Visium","human","ovary","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE227019_GSM7090083_count.csv"
"GSE227019_GSM7090084","Visium","human","ovary","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE227019_GSM7090084_count.csv"
"GSE227019_GSM7090085","Visium","human","ovary","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE227019_GSM7090085_count.csv"
"GSE227019_GSM7090086","Visium","human","ovary","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE227019_GSM7090086_count.csv"
"GSE227019_GSM7090087","Visium","human","ovary","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE227019_GSM7090087_count.csv"
"GSE227019_GSM7090088","Visium","human","ovary","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE227019_GSM7090088_count.csv"
"GSE227045_GSM7090416","Visium","mouse","kidney","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE227045_GSM7090416_count.csv"
"GSE228685_GSM7134911","Visium","human","lacrimal gland","True","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE228685_GSM7134911_count.csv"
"GSE228972_GSM7146857","Visium","human","joint","True","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE228972_GSM7146857_count.csv"
"GSE228972_GSM7146858","Visium","human","joint","True","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE228972_GSM7146858_count.csv"
"GSE228972_GSM7146859","Visium","human","joint","True","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE228972_GSM7146859_count.csv"
"GSE228972_GSM7146860","Visium","human","joint","True","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE228972_GSM7146860_count.csv"
"GSE229635_GSM7169587","Visium","fish","the main electric organ","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE229635_GSM7169587_count.csv"
"GSE229635_GSM7169588","Visium","fish","the main electric organ","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE229635_GSM7169588_count.csv"
"GSE229635_GSM7169589","Visium","fish","the main electric organ","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE229635_GSM7169589_count.csv"
"GSE232910_GSM7392310","Visium","mouse","brain","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE232910_GSM7392310_count.csv"
"GSE232910_GSM7392311","Visium","mouse","brain","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE232910_GSM7392311_count.csv"
"GSE232910_GSM7392312","Visium","mouse","brain","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE232910_GSM7392312_count.csv"
"GSE232910_GSM7392313","Visium","mouse","brain","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE232910_GSM7392313_count.csv"
"GSE232910_GSM7392314","Visium","mouse","brain","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE232910_GSM7392314_count.csv"
"GSE232910_GSM7392315","Visium","mouse","brain","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE232910_GSM7392315_count.csv"
"GSE232910_GSM7392316","Visium","mouse","brain","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE232910_GSM7392316_count.csv"
"GSE232910_GSM7392317","Visium","mouse","brain","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE232910_GSM7392317_count.csv"
"GSE232910_GSM7392318","Visium","mouse","brain","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE232910_GSM7392318_count.csv"
"GSE232910_GSM7392319","Visium","mouse","brain","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE232910_GSM7392319_count.csv"
"GSE232910_GSM7392320","Visium","mouse","brain","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE232910_GSM7392320_count.csv"
"GSE232910_GSM7392321","Visium","mouse","brain","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE232910_GSM7392321_count.csv"
"GSE232910_GSM7392322","Visium","mouse","brain","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE232910_GSM7392322_count.csv"
"GSE232910_GSM7392323","Visium","mouse","brain","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE232910_GSM7392323_count.csv"
"GSE232910_GSM7392324","Visium","human","brain","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE232910_GSM7392324_count.csv"
"GSE232910_GSM7392325","Visium","human","brain","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE232910_GSM7392325_count.csv"
"GSE232910_GSM7392326","Visium","human","brain","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE232910_GSM7392326_count.csv"
"GSE232910_GSM7392327","Visium","human","brain","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE232910_GSM7392327_count.csv"
"GSE232910_GSM7392328","Visium","human","brain","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE232910_GSM7392328_count.csv"
"GSE233254_GSM7421780","Visium","human","pancreas","True","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE233254_GSM7421780_count.csv"
"GSE233254_GSM7421781","Visium","human","pancreas","True","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE233254_GSM7421781_count.csv"
"GSE233254_GSM7421782","Visium","human","pancreas","True","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE233254_GSM7421782_count.csv"
"GSE233254_GSM7421783","Visium","human","pancreas","True","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE233254_GSM7421783_count.csv"
"GSE233254_GSM7421784","Visium","human","pancreas","True","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE233254_GSM7421784_count.csv"
"GSE233254_GSM7421785","Visium","human","pancreas","True","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE233254_GSM7421785_count.csv"
"GSE233254_GSM7421786","Visium","human","pancreas","True","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE233254_GSM7421786_count.csv"
"GSE233254_GSM7421787","Visium","human","pancreas","True","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE233254_GSM7421787_count.csv"
"GSE233254_GSM7421788","Visium","human","pancreas","True","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE233254_GSM7421788_count.csv"
"GSE233254_GSM7421789","Visium","human","pancreas","True","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE233254_GSM7421789_count.csv"
"GSE233254_GSM7421790","Visium","human","pancreas","True","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE233254_GSM7421790_count.csv"
"GSE233254_GSM7421791","Visium","human","pancreas","True","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE233254_GSM7421791_count.csv"
"GSE233254_GSM7421792","Visium","human","pancreas","True","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE233254_GSM7421792_count.csv"
"GSE233254_GSM7422460","Visium","mouse","pancreas","True","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE233254_GSM7422460_count.csv"
"GSE233254_GSM7422461","Visium","mouse","pancreas","True","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE233254_GSM7422461_count.csv"
"GSE233512_GSM7429786","Visium","mouse","kidney","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE233512_GSM7429786_count.csv"
"GSE233512_GSM7429787","Visium","mouse","kidney","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE233512_GSM7429787_count.csv"
"GSE233512_GSM7429788","Visium","mouse","kidney","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE233512_GSM7429788_count.csv"
"GSE233512_GSM7429789","Visium","mouse","kidney","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE233512_GSM7429789_count.csv"
"GSE235672_GSM7507311","Visium","human","brain","True","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE235672_GSM7507311_count.csv"
"GSE235672_GSM7507312","Visium","human","brain","True","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE235672_GSM7507312_count.csv"
"GSE235672_GSM7507313","Visium","human","brain","True","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE235672_GSM7507313_count.csv"
"GSE235672_GSM7507314","Visium","human","brain","True","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE235672_GSM7507314_count.csv"
"GSE235672_GSM7507315","Visium","human","brain","True","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE235672_GSM7507315_count.csv"
"GSE235672_GSM7507316","Visium","human","brain","True","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE235672_GSM7507316_count.csv"
"GSE235672_GSM7507317","Visium","human","brain","True","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE235672_GSM7507317_count.csv"
"GSE235672_GSM7507318","Visium","human","brain","True","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE235672_GSM7507318_count.csv"
"GSE235672_GSM7507319","Visium","human","brain","True","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE235672_GSM7507319_count.csv"
"GSE235672_GSM7507320","Visium","human","brain","True","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE235672_GSM7507320_count.csv"
"GSE235672_GSM7507321","Visium","human","brain","True","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE235672_GSM7507321_count.csv"
"GSE235672_GSM7507322","Visium","human","brain","True","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE235672_GSM7507322_count.csv"
"GSE235672_GSM7507323","Visium","human","brain","True","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE235672_GSM7507323_count.csv"
"GSE235672_GSM7507324","Visium","human","brain","True","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE235672_GSM7507324_count.csv"
"GSE235672_GSM7507325","Visium","human","brain","True","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE235672_GSM7507325_count.csv"
"GSE235672_GSM7507326","Visium","human","brain","True","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE235672_GSM7507326_count.csv"
"GSE235742_GSM7508783","Visium","mouse","colon","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE235742_GSM7508783_count.csv"
"GSE235742_GSM7508784","Visium","mouse","colon","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE235742_GSM7508784_count.csv"
"GSE235742_GSM7508785","Visium","mouse","colon","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE235742_GSM7508785_count.csv"
"GSE236171_GSM7519181","Visium","mouse","brain","True","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE236171_GSM7519181_count.csv"
"GSE236171_GSM7519182","Visium","mouse","brain","True","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE236171_GSM7519182_count.csv"
"GSE236424_GSM7536059","Visium","mouse","liver","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE236424_GSM7536059_count.csv"
"GSE236424_GSM7536060","Visium","mouse","liver","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE236424_GSM7536060_count.csv"
"GSE236424_GSM7536061","Visium","mouse","liver","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE236424_GSM7536061_count.csv"
"GSE236424_GSM7536062","Visium","mouse","liver","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE236424_GSM7536062_count.csv"
"GSE236424_GSM7536063","Visium","mouse","liver","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE236424_GSM7536063_count.csv"
"GSE236424_GSM7536065","Visium","mouse","liver","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE236424_GSM7536065_count.csv"
"GSE236424_GSM7536066","Visium","mouse","liver","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE236424_GSM7536066_count.csv"
"GSE236424_GSM7536067","Visium","mouse","liver","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE236424_GSM7536067_count.csv"
"GSE236424_GSM7536068","Visium","mouse","liver","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE236424_GSM7536068_count.csv"
"GSE236424_GSM7536070","Visium","mouse","liver","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE236424_GSM7536070_count.csv"
"GSE236424_GSM7536071","Visium","mouse","liver","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE236424_GSM7536071_count.csv"
"GSE236424_GSM7536072","Visium","mouse","liver","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE236424_GSM7536072_count.csv"
"GSE236424_GSM7536073","Visium","mouse","liver","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE236424_GSM7536073_count.csv"
"GSE236424_GSM7536075","Visium","mouse","liver","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE236424_GSM7536075_count.csv"
"GSE236424_GSM7536076","Visium","mouse","liver","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE236424_GSM7536076_count.csv"
"GSE236424_GSM7536077","Visium","mouse","liver","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE236424_GSM7536077_count.csv"
"GSE236424_GSM7536078","Visium","mouse","liver","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE236424_GSM7536078_count.csv"
"GSE236424_GSM7536079","Visium","mouse","liver","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE236424_GSM7536079_count.csv"
"GSE236424_GSM7536080","Visium","mouse","liver","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE236424_GSM7536080_count.csv"
"GSE236424_GSM7536081","Visium","mouse","liver","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE236424_GSM7536081_count.csv"
"GSE236424_GSM7536082","Visium","mouse","liver","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE236424_GSM7536082_count.csv"
"GSE236424_GSM7536084","Visium","mouse","liver","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE236424_GSM7536084_count.csv"
"GSE236424_GSM7536085","Visium","mouse","liver","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE236424_GSM7536085_count.csv"
"GSE237183_GSM7596587","Visium","human","glioblastoma","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE237183_GSM7596587_count.csv"
"GSE237183_GSM7596588","Visium","human","glioblastoma","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE237183_GSM7596588_count.csv"
"GSE237183_GSM7596589","Visium","human","glioblastoma","False","/Users/zhiningsui/GitHub/STimage-1K4M/Visium/gene_exp/GSE237183_GSM7596589_count.csv"
